page,interactions,nb
Rosemary Siemens,3082,2
Bingemans Big Splash,3079,1
FTQ-Construction,3079,1
Alan Cross Official,3077,1
Parc de la Chute-Montmorency,3076,1
Human Rights League of the Horn of Africa - HRLHA,3076,1
CAMEQ trading,3076,1
Lay's Canada,3076,1
Joke muyiwa,3072,1
Wickaninnish Inn,3071,1
This is Not Diet Food,3070,1
Tim Tierney,3070,1
The Magician,3069,2
Living Like You,3068,2
GHEconomy,3068,1
Festival du Voyageur,3066,1
Tun Tun Photo Diary,3066,1
Lyme Disease & Related Co-Infections Mapping Project,3064,1
Spa Eastman,3062,1
Danielle Muntain,3062,1
Outer Edge Adventure Park,3060,1
Coldrops,3060,1
Full Moon Features,3057,1
Cast & Crew Gastropub,3056,2
Jesse Roper,3056,1
SEVENOAKS SHOPPING CENTRE,3056,1
Council of the Haida Nation,3055,1
Naomi Hunter,3054,1
"JOHN DUNSWORTH AKA ""MR. LAHEY""",3054,1
Pique Newsmagazine,3053,1
Autism Parent Support - Jeanette Baker,3052,1
BEYRIES,3051,1
Motocross Deschambault,3051,2
Brokar,3051,1
English Speeches,3049,1
Finger Eleven (F11),3048,1
Holland Roden,3047,1
Drew Barnes,3045,1
Crack of Dawn,3039,1
Shelter Point Distillery,3038,1
Lost Officiel,3035,2
Shuswap Marina,3035,1
URDifferent Shop,3035,1
imaware,3035,1
Paquette Productions,3035,1
YVR Deals - Vancouver Flight Deals & Travel Specials,3033,2
Birds of a Feather Victoria B&B,3031,1
Rocky Point Ice Cream,3030,1
Stéphane Bellavance,3028,1
Les Éditions Marchand de feuilles,3028,1
Brandon Hart,3027,1
Baby Mum-Mum,3026,1
BLIND WITNESS,3026,1
Pureverb,3026,1
Purina Canada - Equine,3025,1
Toque,3025,1
Honeywater,3023,1
Vibrant Performance,3023,1
Iraqi Canadian Association/مؤسسة العراقيين الكنديين,3021,1
MIKE AKOX,3019,1
Miawpukek Mi'kamawey Mawi'omi,3018,1
Amazing Eats,3017,1
Marc Emery,3017,1
L'Avantage Gaspésien,3017,1
We Love Animals,3014,1
Parc de la Gorge de Coaticook,3013,1
雨傘聯盟 Umbrella Union,3012,1
EGGERTSPIELE,3011,1
Canada First,3009,1
Cha's Organics,3009,1
Northgate Mall,3008,1
BRAVE vision,3005,1
Université de Hearst,3004,1
Jason Roy Léveillée (PROMO),3004,1
TransRockies Singletrack 6,3003,1
Journal La Voix du Sud,3002,1
Union Hall,3002,1
Casa Mendosa,3000,1
MacEwan University,3000,1
PCNB,2998,1
Autodesk 3ds Max,2998,1
Artikulations 2019,2997,1
القارئ المنشد عبدالفتاح جحيدر  Abdulfatah Jahedar,2996,1
Pontypool Community-Centre Canada,2994,1
Christina Gray,2994,1
CKPG News,2994,1
Association des Plus Beaux Villages du Québec,2994,1
Zoo Ecomuseum,2994,1
Projet Montréal,2991,1
Camso,2988,1
Social SOS,2988,1
Winnipeg Richardson International Airport,2987,1
The Co-operators,2986,1
Au Noir,2984,2
Joes Family Pizzeria,2982,2
KVNE,2980,1
Damoizeaux,2979,1
Loyalist College,2979,1
420 Vancouver,2978,1
George Rodriguez,2972,1
Cajou Cuisine,2972,1
Grey Bruce Explorer & Beyond,2970,2
Turkmen Medyasi,2969,1
An Idea Nation - Global Think Tank,2968,1
Cheval-Serpent,2967,2
Clear Lake Country - Riding Mountain National Park,2965,1
BCAA,2965,1
Groupe RestosDix30,2960,1
Canards du Lac Brome,2960,1
Gillian's Place,2959,1
Sunny Brown,2959,1
F.P. Journe Official,2957,1
CMEQ,2956,1
"Spa Algua-Sulis, Mundo Cabello, Bistro et Complexe de la cité des rivières",2955,1
Fred Victor - Helping People Find Place & Purpose,2955,1
Greater St. Albert Catholic Schools,2954,1
Kathleen Seeley,2954,1
L'Ancêtre,2954,1
"Wife of the Governor,Ogun State",2954,1
Émission Marina Orsini,2952,1
SAFE International Real Estate Professional Safety,2952,1
NDINI,2951,1
easyhome,2951,2
The Waterfront BIA,2951,1
"Jean-François Baril, média",2951,1
Pulley,2950,1
Flat Iron Drug Store,2948,1
Sherry Kahlon Club,2947,1
SHY BROTHERS,2946,1
David Thurton,2942,1
Julie Dabrusin,2942,1
Mama May I - Baby & Toddler Boutique,2938,1
Ebus,2938,2
High Valley,2937,1
Fredericton Red Wings,2937,1
Saanich News,2934,1
The Etiquette Guy,2934,1
Tite Frette,2932,1
The National Centre for Collaboration in Indigenous Education,2930,1
Neon Trees,2930,1
eBOSS Canada,2930,1
Mussel Bed Soiree,2929,1
Vancouver Humane Society,2929,1
Visit Amarillo,2929,1
Yukon Brewing,2929,1
KY Canada,2928,1
Mental Health Commission of Canada Commission de la santé mentale du Canada,2928,1
Whink,2928,1
Monsta Mack,2927,1
Alex Porat,2925,1
Dog Shaming,2925,1
Okaïdi,2924,1
alive magazine,2923,1
Dilpreet Sarwara,2922,1
Canadian Orca Rescue Society,2921,1
Lunar 101-Moon Book,2920,1
Baci Italia,2918,1
HEROTIME,2918,1
Cam Grande Brune,2918,1
Elite1 MMA,2916,1
Kiwi Collection,2916,1
Nicholas Yee,2915,1
CTV Morning Live - Winnipeg,2915,1
Fenrir Marketing,2915,1
Phil Manca,2912,1
Royal Camp Services Ltd.,2911,1
For the Coast,2910,1
Courtney Bowles Music,2909,1
NaijaGist,2908,1
Mosaic Jewels Maroc,2907,1
Théâtre Gilles-Vigneault,2907,1
Stevie Smith,2906,1
UCB Fort McMurray,2905,1
Cory Tetford Music,2905,1
artblr.,2904,1
Tourisme des Moulins Terrebonne Mascouche,2904,2
Laguede Blue Peninsula,2904,1
SHAN,2902,1
Radio-Canada Colombie-Britannique,2902,1
Joël Mbenza,2901,1
Centre Esthétique Karine Bonicalzi,2899,1
Canadian Institutes of Health Research,2899,1
Circle of All Nations,2899,1
Charlie Raccoon,2898,1
Jordan Walker,2897,1
Logan Alexis Singers,2897,1
Autodesk Maya,2896,1
Stampede Ent. Inc.,2891,1
L'Éclaireur Progrès,2891,1
London Health Sciences Centre (LHSC),2889,1
Volleyball Canada,2889,1
Albychan Fans Association,2888,1
MY Canada Association // 4MY Canada,2888,1
The Retro Suites Hotel,2886,1
Waterton Lakes National Park,2885,2
96.5 CKFM - All Hit Country,2884,1
Mon Victo,2884,1
Khardiac,2883,1
Cree Nation,2883,1
Pardison Fontaine,2883,1
Azaraienumber1,2881,1
Paqtnkek Mi'kmaw Nation,2880,1
Lyrics 243,2878,1
Surviving Average,2878,1
Syndicated Comic Strip For Better or For Worse,2875,1
Recyc-TV,2874,1
Festi-Glace de la MRC de Joliette,2874,1
Pencilmation,2873,1
Hamilton Living,2872,1
Therukhstore,2868,1
Rohingya Youth Voice Canada,2868,1
Ambush,2866,1
Elora Fergus,2866,1
Gerti's,2864,1
Attila Glatz Concert Productions,2863,1
PFK Quebec,2863,1
HITCASE,2862,1
L'info du Nord Mont-Tremblant,2861,1
JD Louis Creative Media,2860,1
Lorne Cardinal,2858,1
Laiterie Charlevoix,2854,1
Canadian Alliance on Mental Illness and Mental Health,2852,1
Miranda Rosin,2852,1
Garçon Underwear,2851,1
The Black Investor,2850,1
Les soeurs Boulay,2850,1
HANSBO SPORT North America,2848,1
Valérie Roberts,2847,1
The CriTTer Concierge,2846,1
Steele Volkswagen,2845,1
Big Beat Records,2845,1
J-Statik,2845,1
MADD Waterloo Region,2844,1
JourneyQuest,2844,1
Bijouterie LSM,2842,1
Joffery Hollsworth,2842,1
Royal Nova Scotia International Tattoo,2840,1
University of Calgary,2838,1
የካልጋሪ ደብረ ምሕረት ቅዱስ ገብርኤል ካቴድራል/ Calgary Debre Mehret St.Gabriel EOTC,2838,1
Medtronic Diabetes Canada,2838,1
Fit4Less,2837,1
Hard Knocks Fighting,2837,1
Grace Foods Canada,2834,1
Joaillerie Zimm'S,2832,1
Vancouver Warriors,2832,1
Machines ATO,2832,1
Disability Today,2831,1
Manoir Hovey,2829,1
L'institut du mémé,2829,1
Owen Sound Sun Times,2828,1
Story Untold,2828,1
Thompson Okanagan,2828,1
Nooran Sister's,2827,1
Martin Perizzolo,2825,1
Bay of Quinte NDP,2825,1
Fresh Thyme Farmers Markets,2824,1
Curtis Waters,2822,1
Tourisme-Charlevoix,2822,1
Chub Pelletier,2820,1
TINO,2819,1
KISSbook,2818,1
Gary Anandasangaree,2817,1
Caleb Hart,2814,1
GMInsidenews.Com,2814,1
St. Thomas Elgin General Hospital,2813,1
اسعار كجيجي كندا ليبيا,2810,1
Blues and Roots Radio,2809,1
The Band Camino,2809,1
iHeartRadio Canada - français,2809,1
Canadian Anti-Hate Network,2809,1
Ryan Van Poederooyen,2808,1
Cowichan Valley Citizen,2807,1
Pisces Pet Emporium,2806,1
Serres Magog,2804,1
HeroX,2804,1
Ménage-Pro,2803,1
Free Spirit Hostel Nicaragua,2803,1
You're a pretty big page,2802,1
Sam Sullivan,2802,2
Crystal,2802,1
Office of Indigenous Initiatives at Nipissing University,2802,1
Amazing Women Rock,2800,1
Prince Edward Island Preserve Co.,2800,1
Conair Canada,2799,2
Darellpr,2799,1
UOMA Atlantic - Used Oil Management Association,2798,1
The Graphic Leader,2797,1
Khloé Accessoires,2796,1
Champagne Événements,2792,1
Six Time Mommy,2792,2
Taproot Farms,2792,1
SSundee,2790,1
《看中國》香港版,2788,1
Native Education College,2787,1
Liyel Imoke,2787,1
Olivier Aubin-Mercier,2787,1
Dj Plink,2785,1
Kyinkyinaa Twan,2785,1
Nathan Cooper,2784,1
Busty and the Bass,2784,1
Embassy of Hungary to Canada - Magyarország Kanadai Nagykövetsége,2783,1
Lauren Toyota,2782,1
Holly Quran,2780,1
Seba et Horg,2777,1
Cupidon,2777,1
Leon's Furniture Trenton,2777,1
Schleese Saddlery Service,2776,1
Noémie Dufresne,2775,1
Beer Bacon Bands,2774,1
Tasty Recipes,2774,1
Elmvale Flea and Farmers Market,2772,1
The Laker News,2771,1
Tariq Chaudary for Edmonton Riverbend,2771,1
Souche,2770,1
Lazy One Canada,2770,1
Cégep Beauce-Appalaches,2769,1
Mariner Cruises Whale and Seabird Tours,2769,1
Türkçülük Turancılık,2769,1
Off Leash Studio,2766,1
Dan Mazier,2765,1
Native Canadian Centre of Toronto,2764,1
Anishinaabe Bimishimo,2762,1
Society of United Professionals,2760,1
Voice of Greatness,2759,1
Zone AssNat,2759,1
Mathias Sports,2758,1
Bridal Falls Waterpark,2757,1
Hôtel du Domaine,2755,1
Waldaa Dubartoota Aanolee / WDA\,2755,1
Walters Brothers Harley-Davidson,2755,1
Amusement Gonflable de l'Estrie,2753,1
Auberge Saint-Antoine,2751,1
Iqraá,2750,1
Rodd Royalty,2750,1
Durham College,2750,1
THE ROOT CELLAR | village green grocer,2750,1
Kubota Cam-Trac Rimouski,2750,1
UGSM-Monarch Business School Switzerland,2749,1
Bamboo Underwear,2745,1
Scott Fardella,2745,1
NEB's Fun World,2744,1
Danny Zureikat,2744,1
Churchbridge Fire Rescue,2743,1
Rupture Inc,2743,1
Prince Albert Raiders,2740,1
Manitoba Mutts Dog Rescue Inc.,2739,1
CF Sherway Gardens,2739,1
Have Fun @ Howells,2737,1
Cours de cuisine gratuit,2737,1
Je bois local,2736,1
Modern Steak,2735,1
Monsef Derraji - Député de Nelligan,2733,1
Prince Albert First Nations,2733,1
The Stettler Independent,2732,1
DSP,2731,1
Farfadet,2729,1
Professional Sound Magazine,2727,1
jackie,2726,1
ATSA - Quand l'Art passe à l'Action,2724,1
Lovepreet Bhullar,2724,1
Shields Group at Royal Lepage Martin Liberty Realty Brandon,2723,1
DogVills,2723,1
"Algonquin Resort, Autograph Collection",2723,1
Auto Express Export,2723,1
Fibromyalgia - NewLifeOutlook,2720,1
Stereos,2720,1
Tourism Nanaimo,2720,1
Element5 Spa Moncton,2719,1
New Democrats for Ecosocialism,2719,1
Nissa Seych Music,2718,1
Devlins Country Bistro,2718,1
Hamdi Zouari - حمدي الزواري,2718,1
Voyage Funktastique,2717,1
Gowan Brae Golf & Country Club,2717,1
DUO Laval,2717,1
Salon du véhicule électrique de Saint-Hyacinthe,2716,1
Kettle & Stony Point Secondary Students,2716,1
Ville de Mirabel,2716,1
Sun West Genetics,2715,1
Warner Music Nashville,2714,1
Paysan Performance,2714,1
Sexy Brilliant - Empowered by Devina Kaur,2713,1
The Hearing Loss Clinic,2709,1
Kenny U-Pull,2709,1
مغتربي بيت جالا,2708,1
Giants of Africa,2708,1
daveberta.ca - Alberta Politics,2708,1
Public Health Sudbury & Districts,2708,1
Jonny Arsenault,2707,1
Liberals Exposed,2707,1
Liuna Construction & General Workers Union Local No.92,2707,1
Fijimacintosh,2706,1
Brûleries FARO - Roasting houses,2706,1
Canadian Hospice Palliative Care Association,2704,1
L'Espace Urbain,2703,1
"Last Minute Travel Deals, Centre Holidays",2702,1
Truques & Dicas,2701,1
Topsy Farms,2700,1
Jim Carr,2698,1
MNP Debt,2697,1
Sweetlees Boutique,2697,1
Dainty Foods,2696,1
Gretel and Hansel Movie,2696,1
Timmins RV,2695,1
A Cooking and Crafting Journey,2694,1
Shehryar Ahmed,2693,1
Flavia Abadía- Your Girl Flav,2692,1
Canadian Liver Foundation,2690,1
Educ'alcool,2688,1
Saint John Regional Hospital Foundation,2688,1
Complexe JC Perreault,2687,1
Children's Health Foundation,2687,1
Québec Science,2687,1
Zach Schottler,2687,1
Andy Fillmore,2687,1
Chevalier Ministries,2685,1
Man Lemire,2684,1
The Rock Harley-Davidson,2684,1
97.1 SUNFM,2682,1
Dix-Iple Deca,2681,1
Gaspésie Bistro Gourmand,2681,1
ThermoPro,2680,1
The Ganoksin Project,2678,1
AEXOS,2677,1
Big Blanket Co,2677,1
Friends of Operation Migration,2675,1
Amy Nelson,2675,1
Carine Au Micro,2674,1
Zorah biocosmétiques,2674,1
One Hit Die,2673,1
Smart Solutions Canada,2672,1
ITHQ - Institut de tourisme et d'hôtellerie du Québec,2672,1
BCLiving,2672,1
The Rollin' J Boutique,2670,1
Canoe Lake Cree First Nation,2670,1
Rick Hansen Foundation,2670,1
DancehallVybz,2669,1
UGO Wallet,2669,1
Jim Pattison Children's Hospital Foundation,2667,1
Mike Holmes Jr.,2667,1
SaltWire.com,2667,1
Happiness is a Choice,2666,1
Relâche ton Fou,2665,1
CHOK,2665,1
L2D,2664,1
Dallas Flexhaug,2664,1
Maritime Auto Sales,2664,1
Cavy,2663,1
The Okanagan Pet Project,2662,1
Adoptmycanin,2661,1
"Vrak,tv memes",2661,1
تجمع العراقيين الأحرار :: Nabeel Jameel Sulaiman,2660,1
Renison University College,2659,1
assaha.com   منتدى الساحة,2659,1
Saulteaux First Nation,2657,1
Paki-explain. Labyu.,2657,1
Sorel-Tracy Express.ca,2657,1
tigs&boo,2656,1
Goebbert's Pumpkin Patch - Pingree Grove,2656,1
Ocean Networks Canada,2656,1
St. John Ambulance Saskatchewan,2656,1
Students on Ice,2652,1
Mountain Biking Daily,2652,1
Volunteer Alberta,2651,1
CPAWS NS,2651,1
Breathing Happiness,2647,1
Special Reporter,2647,1
Arahova Souvlaki,2646,1
Ontario Provincial Police Association,2645,1
Gang Signs,2645,1
Lumaze Seattle,2645,1
Équipement Rivard,2644,1
The Manitoba Teachers' Society,2644,1
Craft Brewers Association of Nova Scotia,2642,1
Jade Monet,2641,1
Lucius P. Thundercat,2640,1
Halton Healthcare,2638,1
Exchange Marketplace,2638,1
Hook Underwear,2638,1
Stéphane Fallu,2638,1
Marie'Z lingerie,2638,1
Competition Bureau Canada,2637,1
Medavie Health Services West,2635,1
DFlex Dangaata,2635,1
April & Justyn,2634,1
Canadian Nurses Association (CNA-AIIC),2634,1
Canadian Premier League,2633,1
Angelo's Italian Market,2632,1
Transplant Québec - ditesle.ca,2631,1
OneUp Components,2630,1
Nicolas Marceau,2630,1
Voices.com,2629,1
Crossover Bollywood Se,2628,1
Ronald McDonald House Charities Toronto,2627,1
The Ryan and Amy Show,2627,1
Véhicules électriques Simon André,2627,1
Richard Majeau,2627,1
École de conduite Tecnic,2626,1
The Vimy Foundation,2625,1
Canada Venezuela Democracy Forum,2625,1
Jesus Loves us,2625,1
Action Free Hong Kong Montreal 滿地可撐香港行動頁 #Freehkmtl,2619,1
Mucci Farms,2619,1
Les Piles-Poils,2619,1
Enriched Academy,2618,1
Les Résidences Soleil - Groupe Savoie,2618,1
Bear Naked Wonders,2618,1
Bruce Peninsula National Park and Fathom Five National Marine Park,2618,1
The Strumbellas,2617,1
François Paradis - Député de Lévis,2616,1
WagJag.com,2616,1
Beauty Boutique,2616,1
Café Barista,2615,1
L'Oratoire Saint-Joseph du Mont-Royal,2615,1
Mr. Lube,2614,1
La Firma Santana,2613,1
The Sportsbar LIVE at Rogers Arena,2613,1
Southside - Dodge Chrysler Jeep & Ram Trucks,2613,1
Exciter,2613,1
Raquel Reed,2612,1
Ça beigne,2612,1
Fort Henry,2611,1
Toronto Paramedic Services,2610,1
Richard Martel,2610,1
Saskatoon Co-op,2609,1
PRADA WEST,2608,1
Invasion Cocktail,2608,1
Yourtv Sarnia,2607,1
Talkeetna Alaskan Lodge,2604,1
Legendary Motorcar Company,2603,1
Bijouterie Langlois,2603,1
Cowessess First Nation,2601,1
AID 4 PAWS - Search and Recovery,2601,1
ᴵᴺᶠᴵᴺᴵᵀʸ,2601,1
Almaguin News-Nipissing News,2601,1
Mini TFO,2601,1
CanadaMuslims.com,2599,1
"Starlight Drive In Theatre- Enderby, BC",2599,1
Preet sohal,2599,1
Steven Sabados,2598,1
Jamaster A,2596,1
Tourism St. Catharines,2595,1
John Eggen,2594,1
"Moi, mes souliers",2592,1
Stollery Children's Hospital,2592,1
City of Kingston - Municipal Government,2591,1
I Support Ontario Premier Doug Ford,2590,1
François-Philippe Champagne,2590,1
Joey Niceforo,2589,1
Les Voilées Fashion,2588,1
Lunettes Dépôt,2587,1
New Tecumseth Free Press Online - Madhunt.com,2586,1
GenieMania,2585,1
Tirgan,2584,1
Tamwood International College,2583,1
ATMOSPHERE - Province de Québec,2582,1
The 519,2582,1
Markham Stouffville Hospital,2581,1
CPAWS,2581,1
Zeb Tsikira,2581,1
"Spencer ""Spenny"" Rice",2580,1
Tanglebank Gardens & Brambles Bistro,2579,1
grandson,2577,1
Näak,2576,1
Kim Siever,2574,1
L'Avant-Poste,2573,1
SMAT,2570,1
Guelph Humane Society,2570,1
International Samba Congress,2569,1
Lole,2568,1
Jhonatan Exemplo de Felicidade,2567,1
Avan Jogia,2567,1
More Rewards,2566,1
Banyen Books & Sound,2565,1
Centre de Correction Vertébrale de Québec,2565,1
MOCO downtown,2564,1
Philip Ndukwu,2563,1
Ashley Rae - shelovestofish.com,2563,1
Clarisonic,2563,1
Bloom,2562,1
John Smith VFX,2560,1
rabble.ca,2559,1
Canada Vich Desi,2559,1
MacArthur's Nurseries Inc.,2558,1
HuffyPuffs,2558,1
Caroline Savoie,2558,1
Productions Dr.Bass,2557,1
مسلسل روزنا,2557,1
Randa Markos,2556,1
Whistler Heli-Skiing,2555,1
IDS - Verdun Hebdo,2555,1
University of Guelph,2554,1
Course Extreme,2554,1
The Innocent Baker,2553,1
Förena Cité thermale,2553,1
Allison Daniels,2553,1
Moose Jaw Warriors Hockey Club,2552,1
Green Citizen Engagement,2552,1
Nautilus Liveaboards,2552,1
Outback Steakhouse Australia,2552,1
Oberson,2551,1
Lightspeed HQ,2550,1
Upcycle That,2550,1
Jakub Zytecki,2550,1
Kitchener Rangers,2550,1
Wise Words,2549,1
Adventure Harley-Davidson,2549,1
SOCAN Music,2549,1
Hiawatha First Nation,2549,1
Leisure Farms,2548,1
Recorder Newsroom,2543,1
WE ARE FURY,2543,1
La Chapelle Records,2543,1
Uforia,2543,1
TesfaNews,2543,1
Campbell Canada,2541,1
Kate Young,2540,1
Michela Sheedy,2539,1
Calgary Guardian,2538,1
Democrats Abroad Canada,2538,1
Cheryl Gallant,2538,1
President's Choice Financial,2537,1
Equistro Canada,2537,1
VitroPlus / Ziebart,2536,1
River Town Saints,2536,1
Vintage Hotels,2536,1
Only One Treats,2535,1
Anne Minh Thu Quach,2534,1
Entre-Côte Riverin St-Romuald,2533,1
Anonymous First Nations - Canada,2532,1
HSSN,2531,1
Hamilton Coalition to Stop the War,2530,1
Berry ቤሪ,2530,1
JHF,2530,1
FR33WI11,2529,1
Ras Kitchen,2527,1
Save Animals,2526,1
Harrison Watersports,2526,1
Dengiyefa Akene,2525,1
NQ Arbuckle,2525,1
Bank of Canada Museum,2524,1
The Outdoors Chef,2524,1
Kenora Miner & News,2523,1
Brent and Becky's,2521,1
The Brace Space,2521,1
Abell Pest Control,2521,1
Prince of Whales Whale Watching,2521,1
Independent Music Promotions Inc,2521,1
Gendarmerie royale du Canada au Nouveau-Brunswick,2520,1
Granville Island,2519,1
The Medic Mommy,2519,1
Vancouver Attractions,2518,1
Birthright International,2517,1
The Riverwood Conservancy,2517,1
Bodwell High School,2516,1
Blues Feed,2516,1
Pause,2513,1
Les Deuxluxes,2513,1
High On Life SundayFundayz,2513,1
T. Thomason,2512,1
Spotted: Jeunes mamans,2511,1
Barriere Star Journal,2511,1
Martin Allard,2511,1
Bear Paws Pattes d'ours,2510,1
Spa Ovarium,2510,1
The Turtle Lodge,2508,1
Tim Packer,2508,1
Centre Hi-Fi,2507,1
Shayne Orok,2507,1
The LouisianA Crab Shack in  Mesa AZ,2506,1
Anaïs Favron,2506,1
Café Saint-Henri micro-torréfacteur,2505,1
Pere Camille Moubarak FaithLook,2504,1
SEV diétetique,2504,1
Sean Chu Calgary,2503,1
Clinique d'orthophonie de Bri-Bri,2503,1
Zorrata,2502,1
USA Rice Canada,2502,1
Yared Nigussu Art Lab - Studio,2502,1
Wildlife Rescue Association of BC,2501,1
Adventurer Campers,2501,1
La Bronze,2501,1
Sault Ste. Marie Paramedics,2501,1
Sarah Jeffery,2500,1
Hublo,2499,1
La Sigma,2499,1
THE COLOR,2499,1
RamseShop,2499,1
SUSHI JET LARRY UTECK,2498,1
JetsNation.ca,2497,1
Kingston 1000 Islands Cruises,2497,1
Hushang Ebtehaj هوشنگ ابتهاج,2497,1
Canadian Living,2497,1
Rust-Oleum Canada,2497,1
Braanch,2496,1
Girls In Yoga Pants,2496,1
JASON BLAINE,2496,1
Pit Crew Drive Thru Services,2496,1
The Times & Transcript,2495,1
Scotia Speedworld,2495,1
Sea To Sky Gondola,2494,1
Regina Public Library,2492,1
Spinrite Yarn Factory Outlet,2492,1
Le Devoir - Opinion,2491,1
Lethbridge Hyundai,2490,1
Jack Harris,2490,1
Adrenalinejunkieprod,2489,1
Cranbrook Photo & Studio,2488,1
Bluewater Health Foundation,2487,1
Ankita Music,2487,1
Niagara College Canada,2486,1
Tommy Boulanger,2486,1
Fort McMurray Home Hardware Building Centre,2486,1
Medicine Hat Police Service,2486,1
Femalista,2485,1
Talk Ethiopia with Isaac - ቶክ ኢትዮጵያ,2485,1
Ethio Eritrea news,2483,1
Alex Henry Foster & The Long Shadows,2483,1
the NATION magazine,2483,1
Envol et Macadam,2483,1
FCM,2481,1
Spatial Soul,2481,1
Stanley Immigration Services,2480,1
Keeping Her Keys,2478,1
CJME Morning Show,2478,1
Baleines en direct,2478,1
Destination centre-ville Montréal,2477,1
PANZERFAUST,2477,1
Rebecca Ferguson - actress,2476,1
Gardner Orthodontics,2476,1
CF Combat Camera / Caméra de combat des FC,2472,1
Sexy Food Therapy - Melissa Ramos,2471,1
Caftan Export,2471,1
Air Show Atlantic,2470,1
